eigenkets in coloumn
   0.0011257112, 	   0.0016662862, 	   0.0020611933, 	   0.0023743460, 	   0.0026410819, 	   0.0029131398, 	  -0.0032667368, 	  -0.0037117378, 	   0.0042000607, 	   0.0047038418, 	   0.0052154612, 	  -0.0057328946, 	   0.0062551571, 	  -0.0067814730, 	   0.0073111647, 	   0.0078436421, 	  -0.0083783985, 	   0.0089150012, 	  -0.0094530818, 	   0.0099923259, 	    0.010532464, 	   -0.011073263, 	   -0.011614521, 	   -0.012156061, 	    0.012697728, 	    0.013239382, 	    0.013780902, 	    0.014322174, 	    0.014863097, 	   -0.015403579, 	   -0.015943535, 	   -0.016482886, 	    0.017021558, 	    0.017559483, 	   -0.018096595, 	    0.018632835, 	    0.019168143, 	    0.019702464, 	   -0.020235745, 	   -0.020767936, 	   -0.021298986, 	   -0.021828850, 	    0.022357479, 	    0.022884831, 	   -0.023410861, 	   -0.023935527, 	    0.024458787, 	    0.024980601, 	    0.025500930, 	   -0.026019733, 	    0.026536972, 	   -0.027052611, 	    0.027566611, 	    0.028078935, 	   -0.028589549, 	   -0.029098415, 	    0.029605499, 	   -0.030110766, 	   -0.030614182, 	    0.031115711, 	   -0.031615321, 	    0.032112978, 	    0.032608649, 	    0.033102301, 	   -0.033593901, 	   -0.034083417, 	   -0.034570818, 	    0.035056071, 	   -0.035539145, 	   -0.036020009, 	    0.036498631, 	    0.036974982, 	   -0.037449030, 	    0.037920745, 	    0.038390098, 	    0.038857057, 	   -0.039321595, 	    0.039783680, 	   -0.040243285, 	    0.040700380, 	    0.041154935, 	   -0.041606924, 	   -0.042056317, 	    0.042503086, 	    0.042947203, 	    0.043388641, 	    0.043827371, 	    0.044263367, 	    0.044696601, 	    0.045127046, 	    0.045554676, 	    0.045979465, 	    0.046401384, 	   -0.046820410, 	    0.047236515, 	    0.047649674, 	    0.048059861, 	   -0.048467051, 	   -0.048871219, 	    0.049272340, 	    0.049670389, 	    0.050065342, 	   -0.050457174, 	    0.050845862, 	    0.051231381, 	   -0.051613707, 	   -0.051992818, 	    0.052368690, 	   -0.052741299, 	    0.053110624, 	    0.053476641, 	    0.053839328, 	    0.054198663, 	   -0.054554624, 	   -0.054907189, 	   -0.055256337, 	   -0.055602045, 	   -0.055944294, 	    0.056283062, 	    0.056618329, 	   -0.056950073, 	    0.057278276, 	    0.057602917, 	   -0.057923975, 	   -0.058241433, 	    0.058555269, 	   -0.058865466, 	   -0.059172004, 	    0.059474865, 	    0.059774030, 	    0.060069482, 	   -0.060361202, 	   -0.060649172, 	   -0.060933375, 	    0.061213795, 	   -0.061490413, 	   -0.061763213, 	   -0.062032180, 	    0.062297295, 	   -0.062558544, 	   -0.062815911, 	    0.063069379, 	   -0.063318935, 	    0.063564562, 	   -0.063806246, 	    0.064043973, 	   -0.064277727, 	   -0.064507496, 	    0.064733265, 	    0.064955020, 	    0.065172749, 	   -0.065386438, 	    0.065596074, 	    0.065801645, 	   -0.066003139, 	   -0.066200543, 	    0.066393846, 	    0.066583035, 	   -0.066768101, 	    0.066949032, 	    0.067125816, 	    0.067298444, 	    0.067466905, 	    0.067631190, 	    0.067791288, 	   -0.067947189, 	   -0.068098886, 	    0.068246368, 	   -0.068389628, 	    0.068528656, 	    0.068663444, 	    0.068793985, 	    0.068920271, 	    0.069042294, 	   -0.069160047, 	   -0.069273524, 	   -0.069382718, 	    0.069487623, 	   -0.069588231, 	   -0.069684539, 	   -0.069776539, 	    0.069864227, 	    0.069947599, 	   -0.070026648, 	   -0.070101371, 	   -0.070171763, 	    0.070237820, 	   -0.070299540, 	    0.070356917, 	   -0.070409950, 	   -0.070458636, 	   -0.070502971, 	    0.070542954, 	    0.070578582, 	    0.070609853, 	    0.070636767, 	    0.070659321, 	   -0.070677516, 	    0.070691349, 	    0.070700822, 	    0.070705932, 	   -0.070706682, 	    0.070703070, 	   -0.070695098, 	   -0.070682766, 	    0.070666076, 	    0.070645029, 	    0.070619627, 	    0.070589872, 	   -0.070555766, 	    0.070517311, 	   -0.070474511, 	    0.070427368, 	    0.070375886, 	    0.070320068, 	   -0.070259918, 	    0.070195440, 	    0.070126639, 	    0.070053520, 	    0.069976086, 	    0.069894344, 	   -0.069808299, 	    0.069717957, 	   -0.069623323, 	    0.069524403, 	   -0.069421205, 	    0.069313735, 	    0.069202001, 	    0.069086008, 	   -0.068965766, 	   -0.068841281, 	   -0.068712562, 	    0.068579618, 	    0.068442456, 	    0.068301086, 	    0.068155516, 	   -0.068005757, 	   -0.067851818, 	    0.067693708, 	   -0.067531438, 	    0.067365019, 	   -0.067194460, 	    0.067019773, 	   -0.066840970, 	    0.066658060, 	   -0.066471057, 	    0.066279972, 	    0.066084817, 	    0.065885604, 	    0.065682347, 	   -0.065475058, 	   -0.065263751, 	   -0.065048438, 	   -0.064829134, 	    0.064605853, 	    0.064378608, 	    0.064147413, 	    0.063912285, 	   -0.063673237, 	   -0.063430284, 	    0.063183442, 	    0.062932727, 	    0.062678155, 	    0.062419740, 	   -0.062157501, 	   -0.061891453, 	   -0.061621612, 	    0.061347997, 	    0.061070624, 	    0.060789511, 	    0.060504675, 	    0.060216135, 	    0.059923908, 	   -0.059628013, 	    0.059328469, 	    0.059025293, 	   -0.058718506, 	   -0.058408127, 	   -0.058094174, 	   -0.057776669, 	    0.057455629, 	    0.057131077, 	   -0.056803032, 	   -0.056471514, 	    0.056136544, 	    0.055798144, 	    0.055456334, 	   -0.055111136, 	   -0.054762571, 	   -0.054410662, 	   -0.054055429, 	   -0.053696896, 	   -0.053335085, 	    0.052970018, 	   -0.052601717, 	   -0.052230207, 	   -0.051855510, 	    0.051477649, 	   -0.051096648, 	    0.050712531, 	    0.050325321, 	    0.049935043, 	   -0.049541720, 	   -0.049145378, 	   -0.048746040, 	    0.048343733, 	    0.047938479, 	   -0.047530305, 	   -0.047119236, 	   -0.046705298, 	   -0.046288515, 	   -0.045868914, 	    0.045446521, 	    0.045021361, 	   -0.044593461, 	   -0.044162847, 	   -0.043729546, 	    0.043293584, 	   -0.042854989, 	    0.042413786, 	   -0.041970004, 	    0.041523669, 	   -0.041074809, 	   -0.040623451, 	   -0.040169622, 	   -0.039713351, 	    0.039254665, 	    0.038793592, 	    0.038330160, 	    0.037864397, 	   -0.037396331, 	   -0.036925991, 	   -0.036453404, 	    0.035978600, 	   -0.035501607, 	    0.035022454, 	   -0.034541168, 	    0.034057779, 	   -0.033572315, 	    0.033084805, 	    0.032595278, 	    0.032103762, 	   -0.031610287, 	    0.031114881, 	    0.030617572, 	    0.030118390, 	    0.029617363, 	   -0.029114519, 	   -0.028609887, 	   -0.028103495, 	   -0.027595372, 	   -0.027085545, 	    0.026574041, 	    0.026060889, 	    0.025546116, 	    0.025029749, 	   -0.024511814, 	   -0.023992337, 	    0.023471345, 	    0.022948861, 	   -0.022424911, 	    0.021899518, 	    0.021372705, 	    0.020844493, 	    0.020314904, 	   -0.019783958, 	    0.019251671, 	    0.018718059, 	    0.018183138, 	   -0.017646918, 	    0.017109409, 	    0.016570615, 	   -0.016030538, 	    0.015489175, 	    0.014946516, 	   -0.014402545, 	    0.013857238, 	    0.013310559, 	    0.012762459, 	   -0.012212873, 	   -0.011661715, 	    0.011108872, 	   -0.010554192, 	   0.0099974806, 	   0.0094384744, 	  -0.0088768223, 	   0.0083120471, 	   0.0077434894, 	  -0.0071702215, 	  -0.0065909154, 	   0.0060036592, 	   0.0054058610, 	   0.0047959966, 	  -0.0041906221, 	   0.0031773277, 	 -0.00084673489, 	 -4.6021285E-05, 	 -8.4242509E-07, 	 -3.3444861E-09, 	
   0.0022813153, 	   0.0033756355, 	   0.0041741588, 	   0.0048065860, 	   0.0053446053, 	   0.0058929530, 	  -0.0066056154, 	  -0.0075021067, 	   0.0084847998, 	   0.0094970950, 	    0.010523372, 	   -0.011559334, 	    0.012602781, 	   -0.013651940, 	    0.014705237, 	    0.015761274, 	   -0.016818825, 	    0.017876812, 	   -0.018934292, 	    0.019990430, 	    0.021044482, 	   -0.022095783, 	   -0.023143729, 	   -0.024187770, 	    0.025227399, 	    0.026262146, 	    0.027291572, 	    0.028315265, 	    0.029332835, 	   -0.030343910, 	   -0.031348138, 	   -0.032345177, 	    0.033334703, 	    0.034316401, 	   -0.035289964, 	    0.036255098, 	    0.037211516, 	    0.038158937, 	   -0.039097089, 	   -0.040025706, 	   -0.040944527, 	   -0.041853298, 	    0.042751769, 	    0.043639698, 	   -0.044516844, 	   -0.045382974, 	    0.046237857, 	    0.047081268, 	    0.047912986, 	   -0.048732795, 	    0.049540482, 	   -0.050335837, 	    0.051118658, 	    0.051888742, 	   -0.052645895, 	   -0.053389922, 	    0.054120636, 	   -0.054837851, 	   -0.055541388, 	    0.056231068, 	   -0.056906719, 	    0.057568173, 	    0.058215263, 	    0.058847828, 	   -0.059465712, 	   -0.060068761, 	   -0.060656825, 	    0.061229759, 	   -0.061787422, 	   -0.062329676, 	    0.062856387, 	    0.063367428, 	   -0.063862671, 	    0.064341996, 	    0.064805287, 	    0.065252429, 	   -0.065683313, 	    0.066097837, 	   -0.066495897, 	    0.066877399, 	    0.067242250, 	   -0.067590362, 	   -0.067921652, 	    0.068236039, 	    0.068533448, 	    0.068813809, 	    0.069077054, 	    0.069323122, 	    0.069551954, 	    0.069763495, 	    0.069957698, 	    0.070134516, 	    0.070293908, 	   -0.070435838, 	    0.070560275, 	    0.070667189, 	    0.070756557, 	   -0.070828361, 	   -0.070882585, 	    0.070919220, 	    0.070938258, 	    0.070939699, 	   -0.070923545, 	    0.070889803, 	    0.070838484, 	   -0.070769604, 	   -0.070683183, 	    0.070579246, 	   -0.070457820, 	    0.070318940, 	    0.070162643, 	    0.069988969, 	    0.069797965, 	   -0.069589682, 	   -0.069364173, 	   -0.069121497, 	   -0.068861718, 	   -0.068584901, 	    0.068291119, 	    0.067980448, 	   -0.067652965, 	    0.067308756, 	    0.066947909, 	   -0.066570514, 	   -0.066176669, 	    0.065766473, 	   -0.065340031, 	   -0.064897450, 	    0.064438842, 	    0.063964324, 	    0.063474015, 	   -0.062968039, 	   -0.062446524, 	   -0.061909601, 	    0.061357405, 	   -0.060790075, 	   -0.060207754, 	   -0.059610588, 	    0.058998726, 	   -0.058372323, 	   -0.057731536, 	    0.057076524, 	   -0.056407453, 	    0.055724489, 	   -0.055027804, 	    0.054317572, 	   -0.053593970, 	   -0.052857180, 	    0.052107384, 	    0.051344772, 	    0.050569532, 	   -0.049781858, 	    0.048981947, 	    0.048169999, 	   -0.047346215, 	   -0.046510801, 	    0.045663965, 	    0.044805918, 	   -0.043936873, 	    0.043057047, 	    0.042166659, 	    0.041265930, 	    0.040355084, 	    0.039434347, 	    0.038503949, 	   -0.037564121, 	   -0.036615096, 	    0.035657110, 	   -0.034690400, 	    0.033715207, 	    0.032731772, 	    0.031740341, 	    0.030741157, 	    0.029734471, 	   -0.028720530, 	   -0.027699587, 	   -0.026671895, 	    0.025637708, 	   -0.024597282, 	   -0.023550876, 	   -0.022498747, 	    0.021441158, 	    0.020378370, 	   -0.019310645, 	   -0.018238249, 	   -0.017161446, 	    0.016080503, 	   -0.014995688, 	    0.013907267, 	   -0.012815512, 	   -0.011720691, 	   -0.010623076, 	   0.0095229365, 	   0.0084205458, 	   0.0073161758, 	   0.0062100993, 	   0.0051025895, 	  -0.0039939199, 	   0.0028843642, 	   0.0017741962, 	  0.00066369007, 	  0.00044688027, 	  -0.0015572408, 	   0.0026671175, 	   0.0037762368, 	  -0.0048843251, 	  -0.0059911092, 	  -0.0070963162, 	  -0.0081996738, 	   0.0093009100, 	   -0.010399753, 	    0.011495934, 	   -0.012589180, 	   -0.013679224, 	   -0.014765797, 	    0.015848632, 	   -0.016927461, 	   -0.018002020, 	   -0.019072044, 	   -0.020137270, 	   -0.021197436, 	    0.022252281, 	   -0.023301545, 	    0.024344972, 	   -0.025382304, 	    0.026413286, 	   -0.027437666, 	   -0.028455191, 	   -0.029465613, 	    0.030468681, 	    0.031464152, 	    0.032451779, 	   -0.033431321, 	   -0.034402538, 	   -0.035365191, 	   -0.036319045, 	    0.037263865, 	    0.038199420, 	   -0.039125481, 	    0.040041820, 	   -0.040948214, 	    0.041844441, 	   -0.042730281, 	    0.043605517, 	   -0.044469935, 	    0.045323325, 	   -0.046165477, 	   -0.046996185, 	   -0.047815247, 	   -0.048622463, 	    0.049417635, 	    0.050200569, 	    0.050971075, 	    0.051728964, 	   -0.052474052, 	   -0.053206156, 	   -0.053925100, 	   -0.054630707, 	    0.055322806, 	    0.056001229, 	   -0.056665810, 	   -0.057316389, 	   -0.057952807, 	   -0.058574909, 	    0.059182545, 	    0.059775568, 	    0.060353833, 	   -0.060917201, 	   -0.061465535, 	   -0.061998704, 	   -0.062516577, 	   -0.063019030, 	   -0.063505942, 	    0.063977195, 	   -0.064432677, 	   -0.064872277, 	    0.065295891, 	    0.065703415, 	    0.066094754, 	    0.066469813, 	   -0.066828503, 	   -0.067170737, 	    0.067496436, 	    0.067805522, 	   -0.068097920, 	   -0.068373563, 	   -0.068632386, 	    0.068874327, 	    0.069099330, 	    0.069307343, 	    0.069498317, 	    0.069672210, 	    0.069828980, 	   -0.069968593, 	    0.070091017, 	    0.070196225, 	    0.070284195, 	   -0.070354907, 	    0.070408349, 	   -0.070444509, 	   -0.070463383, 	   -0.070464968, 	    0.070449269, 	    0.070416290, 	    0.070366045, 	   -0.070298549, 	   -0.070213821, 	    0.070111886, 	    0.069992771, 	    0.069856510, 	    0.069703140, 	    0.069532701, 	   -0.069345238, 	   -0.069140801, 	    0.068919444, 	    0.068681223, 	    0.068426201, 	   -0.068154444, 	    0.067866021, 	   -0.067561006, 	    0.067239479, 	   -0.066901520, 	    0.066547216, 	    0.066176657, 	    0.065789937, 	    0.065387153, 	   -0.064968409, 	   -0.064533809, 	   -0.064083463, 	   -0.063617484, 	    0.063135989, 	    0.062639100, 	    0.062126940, 	   -0.061599637, 	    0.061057324, 	   -0.060500135, 	    0.059928209, 	   -0.059341688, 	    0.058740719, 	   -0.058125450, 	   -0.057496032, 	   -0.056852623, 	    0.056195380, 	   -0.055524465, 	   -0.054840044, 	   -0.054142283, 	   -0.053431354, 	    0.052707431, 	    0.051970690, 	    0.051221310, 	    0.050459472, 	    0.049685362, 	   -0.048899164, 	   -0.048101070, 	   -0.047291268, 	   -0.046469953, 	    0.045637319, 	    0.044793562, 	   -0.043938882, 	   -0.043073477, 	    0.042197548, 	   -0.041311297, 	   -0.040414925, 	   -0.039508636, 	   -0.038592631, 	    0.037667113, 	   -0.036732283, 	   -0.035788340, 	   -0.034835483, 	    0.033873905, 	   -0.032903797, 	   -0.031925347, 	    0.030938734, 	   -0.029944130, 	   -0.028941697, 	    0.027931587, 	   -0.026913933, 	   -0.025888852, 	   -0.024856433, 	    0.023816737, 	    0.022769783, 	   -0.021715535, 	    0.020653892, 	   -0.019584655, 	   -0.018507503, 	    0.017421935, 	   -0.016327206, 	   -0.015222209, 	    0.014105310, 	    0.012974082, 	   -0.011824947, 	   -0.010652982, 	  -0.0094553610, 	   0.0082649073, 	  -0.0062681268, 	   0.0016707785, 	  9.0841323E-05, 	  1.6636794E-06, 	  6.6094739E-09, 	
   0.0034661313, 	   0.0051258095, 	   0.0063345747, 	   0.0072899354, 	   0.0081010004, 	   0.0089266114, 	  -0.0099995445, 	   -0.011348250, 	    0.012823938, 	    0.014340286, 	    0.015873128, 	   -0.017415448, 	    0.018963418, 	   -0.020513852, 	    0.022063870, 	    0.023610869, 	   -0.025152508, 	    0.026686685, 	   -0.028211498, 	    0.029725226, 	    0.031226290, 	   -0.032713236, 	   -0.034184716, 	   -0.035639469, 	    0.037076308, 	    0.038494115, 	    0.039891824, 	    0.041268423, 	    0.042622942, 	   -0.043954451, 	   -0.045262058, 	   -0.046544904, 	    0.047802159, 	    0.049033024, 	   -0.050236729, 	    0.051412526, 	    0.052559697, 	    0.053677545, 	   -0.054765398, 	   -0.055822608, 	   -0.056848549, 	   -0.057842618, 	    0.058804234, 	    0.059732837, 	   -0.060627892, 	   -0.061488883, 	    0.062315316, 	    0.063106721, 	    0.063862648, 	   -0.064582669, 	    0.065266379, 	   -0.065913393, 	    0.066523349, 	    0.067095908, 	   -0.067630751, 	   -0.068127582, 	    0.068586129, 	   -0.069006138, 	   -0.069387382, 	    0.069729653, 	   -0.070032767, 	    0.070296561, 	    0.070520896, 	    0.070705654, 	   -0.070850742, 	   -0.070956086, 	   -0.071021636, 	    0.071047366, 	   -0.071033270, 	   -0.070979365, 	    0.070885692, 	    0.070752313, 	   -0.070579311, 	    0.070366794, 	    0.070114890, 	    0.069823750, 	   -0.069493545, 	    0.069124471, 	   -0.068716744, 	    0.068270600, 	    0.067786299, 	   -0.067264120, 	   -0.066704365, 	    0.066107356, 	    0.065473435, 	    0.064802966, 	    0.064096331, 	    0.063353934, 	    0.062576198, 	    0.061763565, 	    0.060916499, 	    0.060035479, 	    0.059121006, 	   -0.058173598, 	    0.057193790, 	    0.056182139, 	    0.055139214, 	   -0.054065606, 	   -0.052961920, 	    0.051828779, 	    0.050666822, 	    0.049476703, 	   -0.048259092, 	    0.047014674, 	    0.045744150, 	   -0.044448233, 	   -0.043127652, 	    0.041783148, 	   -0.040415476, 	    0.039025403, 	    0.037613709, 	    0.036181185, 	    0.034728635, 	   -0.033256872, 	   -0.031766721, 	   -0.030259014, 	   -0.028734598, 	   -0.027194323, 	    0.025639052, 	    0.024069654, 	   -0.022487007, 	    0.020891994, 	    0.019285507, 	   -0.017668444, 	   -0.016041706, 	    0.014406201, 	   -0.012762844, 	   -0.011112549, 	   0.0094562378, 	   0.0077948339, 	   0.0061292633, 	  -0.0044604543, 	  -0.0027893367, 	  -0.0011168414, 	 -0.00055610013, 	   0.0022285564, 	   0.0038995964, 	   0.0055682900, 	  -0.0072337089, 	   0.0088949265, 	    0.010551019, 	   -0.012201065, 	    0.013844148, 	   -0.015479354, 	    0.017105775, 	   -0.018722507, 	    0.020328652, 	    0.021923319, 	   -0.023505621, 	   -0.025074680, 	   -0.026629626, 	    0.028169596, 	   -0.029693736, 	   -0.031201200, 	    0.032691152, 	    0.034162767, 	   -0.035615230, 	   -0.037047734, 	    0.038459488, 	   -0.039849708, 	   -0.041217626, 	   -0.042562483, 	   -0.043883537, 	   -0.045180056, 	   -0.046451323, 	    0.047696634, 	    0.048915303, 	   -0.050106655, 	    0.051270033, 	   -0.052404793, 	   -0.053510310, 	   -0.054585974, 	   -0.055631190, 	   -0.056645384, 	    0.057627995, 	    0.058578483, 	    0.059496325, 	   -0.060381014, 	    0.061232065, 	    0.062049009, 	    0.062831398, 	   -0.063578803, 	   -0.064290812, 	    0.064967037, 	    0.065607106, 	    0.066210669, 	   -0.066777396, 	    0.067306979, 	   -0.067799128, 	    0.068253575, 	    0.068670074, 	    0.069048399, 	   -0.069388345, 	   -0.069689730, 	   -0.069952391, 	   -0.070176188, 	   -0.070361003, 	    0.070506739, 	   -0.070613321, 	   -0.070680694, 	   -0.070708828, 	    0.070697713, 	   -0.070647360, 	    0.070557803, 	    0.070429097, 	   -0.070261320, 	   -0.070054571, 	   -0.069808970, 	   -0.069524659, 	    0.069201800, 	   -0.068840581, 	    0.068441205, 	   -0.068003901, 	   -0.067528916, 	   -0.067016520, 	    0.066467002, 	   -0.065880673, 	   -0.065257864, 	   -0.064598924, 	   -0.063904226, 	   -0.063174160, 	    0.062409136, 	   -0.061609584, 	    0.060775951, 	   -0.059908706, 	    0.059008334, 	   -0.058075340, 	   -0.057110246, 	   -0.056113592, 	    0.055085935, 	    0.054027850, 	    0.052939928, 	   -0.051822777, 	   -0.050677020, 	   -0.049503297, 	   -0.048302263, 	    0.047074588, 	    0.045820956, 	   -0.044542066, 	    0.043238632, 	   -0.041911378, 	    0.040561044, 	   -0.039188383, 	    0.037794159, 	   -0.036379146, 	    0.034944133, 	   -0.033489918, 	   -0.032017310, 	   -0.030527127, 	   -0.029020197, 	    0.027497359, 	    0.025959458, 	    0.024407348, 	    0.022841892, 	   -0.021263959, 	   -0.019674424, 	   -0.018074170, 	   -0.016464084, 	    0.014845060, 	    0.013217996, 	   -0.011583794, 	  -0.0099433603, 	  -0.0082976034, 	  -0.0066474356, 	   0.0049937710, 	   0.0033375257, 	   0.0016796167, 	 -2.0961913E-05, 	   0.0016375206, 	   0.0032949131, 	   0.0049502986, 	   0.0066027616, 	   0.0082513882, 	  -0.0098952671, 	    0.011533490, 	    0.013165151, 	   -0.014789349, 	   -0.016405188, 	   -0.018011774, 	   -0.019608222, 	    0.021193650, 	    0.022767184, 	   -0.024327956, 	   -0.025875105, 	    0.027407779, 	    0.028925133, 	    0.030426332, 	   -0.031910549, 	   -0.033376967, 	   -0.034824780, 	   -0.036253190, 	   -0.037661413, 	   -0.039048674, 	    0.040414213, 	   -0.041757278, 	   -0.043077132, 	   -0.044373053, 	    0.045644328, 	   -0.046890261, 	    0.048110171, 	    0.049303388, 	    0.050469260, 	   -0.051607150, 	   -0.052716435, 	   -0.053796511, 	    0.054846787, 	    0.055866691, 	   -0.056855668, 	   -0.057813178, 	   -0.058738702, 	   -0.059631736, 	   -0.060491796, 	    0.061318415, 	    0.062111146, 	   -0.062869561, 	   -0.063593249, 	   -0.064281821, 	    0.064934907, 	   -0.065552155, 	    0.066133235, 	   -0.066677836, 	    0.067185667, 	   -0.067656460, 	   -0.068089965, 	   -0.068485953, 	   -0.068844217, 	    0.069164570, 	    0.069446846, 	    0.069690901, 	    0.069896611, 	   -0.070063874, 	   -0.070192610, 	   -0.070282759, 	    0.070334282, 	   -0.070347163, 	    0.070321406, 	   -0.070257037, 	    0.070154102, 	   -0.070012670, 	    0.069832831, 	    0.069614693, 	    0.069358389, 	   -0.069064071, 	    0.068731911, 	    0.068362103, 	    0.067954861, 	    0.067510419, 	   -0.067029030, 	   -0.066510969, 	   -0.065956530, 	   -0.065366026, 	   -0.064739788, 	    0.064078168, 	    0.063381536, 	    0.062650279, 	    0.061884803, 	   -0.061085531, 	   -0.060252905, 	    0.059387380, 	    0.058489430, 	   -0.057559545, 	    0.056598227, 	    0.055605996, 	    0.054583384, 	    0.053530936, 	   -0.052449209, 	    0.051338773, 	    0.050200207, 	    0.049034098, 	   -0.047841042, 	    0.046621641, 	    0.045376501, 	   -0.044106227, 	    0.042811428, 	    0.041492706, 	   -0.040150654, 	    0.038785854, 	    0.037398867, 	    0.035990227, 	   -0.034560430, 	   -0.033109921, 	    0.031639073, 	   -0.030148165, 	    0.028637344, 	    0.027106577, 	   -0.025555575, 	    0.023983691, 	    0.022389747, 	   -0.020771789, 	   -0.019126692, 	    0.017449625, 	    0.015733762, 	    0.013975364, 	   -0.012223390, 	   0.0092744111, 	  -0.0024730208, 	 -0.00013453928, 	 -2.4659995E-06, 	 -9.8082228E-09, 	
